,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
1230,C[C@@H](C1:N:C:N:C:C:1F)[C@](O)(CN1:C:N:C:N:1)C1:C:C:C(F):C:C:1F,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1231,COC[C@@H](NC(C)=O)C(=O)NCC1:C:C:C:C:C:1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1
1232,CCOC1:C:C:C(C[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-]):C:C:1.[Gd+3].[H+].[H+],0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0
1233,C[C@@H](O[C@H]1OCCN(CC2:N:C(=O):N(P(=O)(O)O):[NH]:2)[C@H]1C1:C:C:C(F):C:C:1)C1:C:C(C(F)(F)F):C:C(C(F)(F)F):C:1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1234,CC(=O)[O-].CC(=O)[O-].[Ca+2],0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1235,CC1(C)S[C@@H]2[C@H](NC(=O)CC3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)C1:C:C:C(N):C:C:1.O,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1
1236,N.N.O=C(O)C1(C(=O)O)CCC1.[Pt],1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1
1237,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1238,COC1:C:C2:C(:C:C:1OC)CN(C(=O)[C@H](C)N[C@@H](CCC1:C:C:C:C:C:1)C(=O)O)[C@H](C(=O)O)C2,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
1239,CC(=O)N[C@H](CC1:C:C:C2:C:C:C:C:C:2:C:1)C(=O)N[C@H](CC1:C:C:C(Cl):C:C:1)C(=O)N[C@H](CC1:C:C:C:N:C:1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1:C:C:C(NC(=O)[C@@H]2CC(=O)NC(=O)N2):C:C:1)C(=O)N[C@H](CC1:C:C:C(NC(N)=O):C:C:1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1240,COC1:N:C(N):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1241,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1242,O=C1:[NH]:C(=O):N([C@H]2C[C@H](O)[C@@H](CO)O2):C:C:1C(F)(F)F,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1243,[249Cf].[249Cf].[O-2].[O-2].[O-2],0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0
1244,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1245,CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])OC4C(CO)OC(N5:C:N:C6:C:C(C):C(C):C:C:6:5)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.O.[Co],0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0
1246,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)C3:C:C:C:C:C:3C3:C:C:C:C:C:32)CC1)C1:C:C:C:C:C:1C1:C:C:C(C(F)(F)F):C:C:1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0
1247,CC(C)(OC1:C:C:C(CCNC(=O)C2:C:C:C(Cl):C:C:2):C:C:1)C(=O)O,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1
1248,NC1:C:C:N([C@@H]2CS[C@H](CO)O2):C(=O):N:1.NC1:N:C(NC2CC2):C2:N:C:N([C@H]3C=C[C@@H](CO)C3):C:2:N:1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0
1249,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CCN(CC(=O)[O-])CC(=O)O.[Gd+3],1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
1250,CCN(CC)C(=O)[C@]1(C2:C:C:C:C:C:2)C[C@@H]1C[NH3+].[Cl-],1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1251,NC(=O)C1:C:N(CC2:C(F):C:C:C:C:2F):N:N:1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
1252,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)C3:C:C:S:C:3)C(=O)N2[C@H]1C(=O)O.O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1
1253,COC1:C:C:C(CC2C3:C:C(OC):C(OC):C:C:3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3:C:C(OC):C(OC):C:C:3C2CC2:C:C:C(OC):C(OC):C:2):C:C:1OC,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1
1254,COC1:C:C:C(CC2C3:C:C(OC):C(OC):C:C:3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3:C:C(OC):C(OC):C:C:3C2CC2:C:C:C(OC):C(OC):C:2):C:C:1OC.O=S(=O)([O-])C1:C:C:C:C:C:1.O=S(=O)([O-])C1:C:C:C:C:C:1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
1255,CC1:C:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):N:O:1.COC1:C:C(CC2:C:N:C(N):N:C:2N):C:C(OC):C:1OC,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1256,CC#CCC(C)[C@H](O)C=CC1[C@H]2CC(=CCCCC(=O)O)C[C@H]2C[C@H]1O,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1257,CN1:C:C:[NH]:C:1=S,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
1258,FC(F)(F)C(F)(F)C(F)(F)F,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1259,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1260,C[C@]12CC[C@@H]3C4:C:C:C(O):C:C:4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1
1261,CC1:C(C2(C3:C:C(Br):C(O):C(Br):C:3C)OS(=O)(=O)C3:C:C:C:C:C:32):C:C(Br):C(O):C:1Br,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
1262,CC1:N:C(=O):C2:C:C(CN(C)C3:C:C:C(C(=O)N[C@@H](CCC(=O)O)C(=O)O):S:3):C:C:C:2:[NH]:1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
1263,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)C1:C:C:C:O:1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1264,O=C(O)C1=C/C(=N/NC2:C:C:C(O):C(C(=O)O):C:2)C=CC1=O,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
1265,C1:C:C:C(C2(N3CCCCC3)CCCCC2):C:C:1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
1266,C[C@@](CC1:C:C:C(O):C(O):C:1)(NN)C(=O)O.N[C@@H](CC1:C:C:C(O):C(O):C:1)C(=O)O,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1267,CN1C(=O)CC(C)(C2:C:C:C:C:C:2)C1=O,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0
1268,C=C1[C@@H](N2:C:N:C3:C(=O):N:C(N):[NH]:C:3:2)C[C@H](O)[C@H]1CO,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
1269,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1
1270,CNC(=O)C1:C:C:C:C:C:1SC1:C:C:C2:C(C=CC3:C:C:C:C:N:3):N:[NH]:C:2:C:1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1
1271,CCN(CC)CCNC(=O)C1:C(C):[NH]:C(C=C2C(=O)NC3:C:C:C(F):C:C:32):C:1C,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
1272,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
1273,CCOC(=O)N1:C:C:N(C):C:1=S,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
1274,NC(CO)(CO)CO,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1275,O=S([O-])([O-])=S,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
1276,ClC1:C:C:C(CCC(CN2:C:C:N:C:2)SC2:C(Cl):C:C:C:C:2Cl):C:C:1.O=[N+]([O-])O,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1277,CCN(CC)C(=O)C(C#N)=CC1:C:C(O):C(O):C([N+](=O)[O-]):C:1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1278,CC1:C:C:C(C(=O)C2:C:C(O):C(O):C([N+](=O)[O-]):C:2):C:C:1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1279,NC(=O)C(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)C1CCN(CCC2:C:C:C3:C(:C:2)CCO3)C1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
1280,C1:C:N:C2:C:C3:C(:C:C:2:N:1)C1CNCC3C1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1281,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C(Cl):C:1Cl,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
1282,CC1:C(C(=O)NN2CCCCC2):N:N(C2:C:C:C(Cl):C:C:2Cl):C:1C1:C:C:C(Cl):C:C:1.Cl,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1
1283,COC1:C:C:C:C:C:1OC1:C(NS(=O)(=O)C2:C:C:C(C(C)(C)C):C:C:2):N:C(C2:N:C:C:C:N:2):N:C:1OCCO,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1284,O=C(NCCO[N+](=O)[O-])C1:C:C:C:N:C:1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
1285,O=C(C1:C:C:C:C:C:1)C1:C:C:C2:N:1CCC2C(=O)O,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1286,CO[C@H]1C=CO[C@@]2(C)OC3:C(C):C(O):C4:C(O):C(:C5:C(:N:C6:C:C(C):C:C:N:6:5):C:4:C:3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
1287,O=C(O)[C@@H]1O[C@@H](O[C@@H]2[C@@H](COS(=O)(=O)O)O[C@H](O)[C@H](NS(=O)(=O)O)[C@H]2O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1O,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1288,O=[Fe]O.O=[Fe]O.[Fe],1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1
1289,Cl.O=C(O[C@H]1CN2CCC1CC2)N1CCC2:C:C:C:C:C:2[C@@H]1C1:C:C:C:C:C:1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0
1290,CC(=O)NC1:C:C:C(O):C:C:1.CN(C)CCOC(C)(C1:C:C:C:C:C:1)C1:C:C:C:C:N:1.COC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314.O=C(O)CCC(=O)O.O=P(O)(O)O,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1291,C/C(=C\C1:C:S:C(C):N:1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
1292,CS(=O)(=O)C1:C:C:C(C(=O)NC2:C:C:C(Cl):C(C3:C:C:C:C:N:3):C:2):C(Cl):C:1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1293,COC1:C:C(Br):C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2):C:C:1OC.[Br-],0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1294,CNC1:C:C:C(C2:N:C3:C:C:C(O):C:C:3:S:2):C:C:1F,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1295,CN(CC=CC1:C:C:C:C:C:1)CC1:C:C:C:C2:C:C:C:C:C:1:2.Cl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1296,CC1OC(C)OC(C)O1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
1297,[As+3].[As+3].[O-2].[O-2].[O-2],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1298,CC1:N:C(NC2:N:C:C(C(=O)NC3:C(C):C:C:C:C:3Cl):S:2):C:C(N2CCN(CCO)CC2):N:1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1299,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
1300,F,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1301,CN1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
1302,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Fe+3].[Na+],0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
1303,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1304,CC(C)(C)C(O)C=CC1:C:C:C2:C(:C:1)OCO2,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
1305,COC1:C:C:C(CNC2:N:C(N3CCC[C@H]3CO):N:C:C:2C(=O)NCC2:N:C:C:C:N:2):C:C:1Cl,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
1306,CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(CC1:C:C:C(O):C:C:1)NC(=O)C(CO)NC(=O)C(CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)C(CC1:C:N:C:[NH]:1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
1307,CC(=O)O.CC1:C(C2:C:C:C(O):C:C:2):N(CC2:C:C:C(OCCN3CCCCCC3):C:C:2):C2:C:C:C(O):C:C:1:2,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
1308,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1
1309,CC(C)[C@H](N)C(=O)OCC(CO)OCN1:C:N:C2:C(=O):N:C(N):[NH]:C:2:1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1310,O=C(NC1:C(Cl):C:N:C:C:1Cl)C1:C:C:C(OC(F)F):C(OCC2CC2):C:1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1
1311,[Ga+3],0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1
1312,CCCCCN=C(N)NN/C=C1\C=NC2:C:C:C(CO):C:C:21,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
1313,CCC1:C:C:C(C(C)CCC2:C:C:C([N+](C)(C)C):C:C:2):C:C:1.[Cl-],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
1314,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)OC1[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1315,CC(=O)OC1:C(C):C:C(OCC(O)CNC(C)C):C(C):C:1C,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
1316,CC(C)C1:N:C(N(C)S(C)(=O)=O):N:C(C2:C:C:C(F):C:C:2):C:1C=C[C@H](O)C[C@@H](O)CC(=O)O,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1
1317,CC1:C(N):N:C(C(CC(N)=O)NCC(N)C(N)=O):N:C:1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCC1:N:C(C2:N:C(C(=O)NCCC[S+](C)C):C:S:2):C:S:1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)C1:C:N:C:[NH]:1.O=S(=O)([O-])O,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1318,CC(C)C[C@H](NC(=O)[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)[C@H](CC1:C:C:C(O):C:C:1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)NC(=O)[C@H](CC1:C:N:C:[NH]:1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1319,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
1320,CCC(C(=O)O)C1:C:C:C:C:C:1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1
1321,CCN(CC)C(C)C(=O)C1:C:C:C:C:C:1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1
1322,C1:C:C:C(CNCCNCC2:C:C:C:C:C:2):C:C:1.CC1(C)S[C@@H]2[C@H](NC(=O)CC3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)CC3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)O,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1323,O=C([O-])CN(CCN(CC(=O)[O-])C[C@H](COP(=O)([O-])OC1CCC(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)CC1)N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3].[Na+].[Na+].[Na+],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
1324,CC1(C)N=C(N)N=C(N)N1OCCCOC1:C:C(Cl):C(Cl):C:C:1Cl.Cl,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
1325,CCCCCCC(C)(C)C1:C:C(O):C2:C(:C:1)OC(C)(C)C1CCC(=O)CC21,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1326,C[C@@H]1CCO[C@H]2CN3:C:C(C(=O)NCC4:C:C:C(F):C:C:4F):C(=O):C([O-]):C:3C(=O)N21.[Na+],1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0
1327,CCCCC[C@](C)(O)C=C[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=CCCCC(=O)O,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1
1328,COC1:C:C2:N:C:C:C(OC3:C:C:C(NC(=O)C4(C(=O)NC5:C:C:C(F):C:C:5)CC4):C:C:3):C:2:C:C:1OC,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1329,O=C1NC(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)C(=O)N1COP(=O)([O-])[O-].[Na+].[Na+],0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1330,O=C(OOC(=O)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1331,CCOC(=O)NC1:C:C:C(NCC2:C:C:C(F):C:C:2):C:C:1N,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0
1332,C[C@@H]1CC=CC=CC=CC=C[C@H](OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O1)C[C@H](O)[C@H]2C(=O)O,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
